,track_id,mp3_path,duration,tags,ambiental,ballad,calm,christmas,cool,dark,deep,dream,emotional,energetic,fun,groovy,happy,holiday,hopeful,inspiring,love,meditative,melancholic,mellow,melodic,motivational,party,positive,powerful,relaxing,retro,romantic,sad,slow,soft,sport,summer,upbeat,uplifting
38,track_0155502,/home/elise/Downloads/mtg-jamendo-dataset-master/audios//02/155502.mp3,212.0,['ambiental'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,track_0155503,/home/elise/Downloads/mtg-jamendo-dataset-master/audios//03/155503.mp3,210.9,['ambiental'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,track_0155504,/home/elise/Downloads/mtg-jamendo-dataset-master/audios//04/155504.mp3,329.3,['ambiental'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,track_0166604,/home/elise/Downloads/mtg-jamendo-dataset-master/audios//04/166604.mp3,183.3,"['ballad', 'sad']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
42,track_0168800,/home/elise/Downloads/mtg-jamendo-dataset-master/audios//00/168800.mp3,278.0,['ambiental'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,track_0168801,/home/elise/Downloads/mtg-jamendo-dataset-master/audios//01/168801.mp3,370.7,['ambiental'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,track_0168802,/home/elise/Downloads/mtg-jamendo-dataset-master/audios//02/168802.mp3,136.2,['ambiental'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,track_0168803,/home/elise/Downloads/mtg-jamendo-dataset-master/audios//03/168803.mp3,376.0,['ambiental'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,track_0207501,/home/elise/Downloads/mtg-jamendo-dataset-master/audios//01/207501.mp3,208.8,"['emotional', 'energetic']",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,track_0209102,/home/elise/Downloads/mtg-jamendo-dataset-master/audios//02/209102.mp3,227.3,['emotional'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,track_0230903,/home/elise/Downloads/mtg-jamendo-dataset-master/audios//03/230903.mp3,223.2,['emotional'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,track_0236401,/home/elise/Downloads/mtg-jamendo-dataset-master/audios//01/236401.mp3,220.0,['ballad'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,track_0238201,/home/elise/Downloads/mtg-jamendo-dataset-master/audios//01/238201.mp3,122.0,['romantic'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
51,track_0238202,/home/elise/Downloads/mtg-jamendo-dataset-master/audios//02/238202.mp3,100.6,['romantic'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
52,track_0238203,/home/elise/Downloads/mtg-jamendo-dataset-master/audios//03/238203.mp3,96.2,['romantic'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
53,track_0238204,/home/elise/Downloads/mtg-jamendo-dataset-master/audios//04/238204.mp3,163.2,['romantic'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
54,track_0245501,/home/elise/Downloads/mtg-jamendo-dataset-master/audios//01/245501.mp3,189.4,['dream'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,track_0250100,/home/elise/Downloads/mtg-jamendo-dataset-master/audios//00/250100.mp3,1267.0,['dream'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,track_0251100,/home/elise/Downloads/mtg-jamendo-dataset-master/audios//00/251100.mp3,817.7,['dream'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,track_0264302,/home/elise/Downloads/mtg-jamendo-dataset-master/audios//02/264302.mp3,537.6,"['deep', 'sad']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
58,track_0277804,/home/elise/Downloads/mtg-jamendo-dataset-master/audios//04/277804.mp3,227.4,['emotional'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,track_0292501,/home/elise/Downloads/mtg-jamendo-dataset-master/audios//01/292501.mp3,171.1,"['inspiring', 'powerful', 'uplifting']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
60,track_0316203,/home/elise/Downloads/mtg-jamendo-dataset-master/audios//03/316203.mp3,204.1,['energetic'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,track_0316204,/home/elise/Downloads/mtg-jamendo-dataset-master/audios//04/316204.mp3,176.0,['energetic'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,track_0345903,/home/elise/Downloads/mtg-jamendo-dataset-master/audios//03/345903.mp3,270.3,['cool'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,track_0347604,/home/elise/Downloads/mtg-jamendo-dataset-master/audios//04/347604.mp3,262.6,"['emotional', 'soft']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64,track_0348704,/home/elise/Downloads/mtg-jamendo-dataset-master/audios//04/348704.mp3,286.6,['party'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
65,track_0361002,/home/elise/Downloads/mtg-jamendo-dataset-master/audios//02/361002.mp3,230.7,['dream'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,track_0361003,/home/elise/Downloads/mtg-jamendo-dataset-master/audios//03/361003.mp3,332.8,['dream'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,track_0373302,/home/elise/Downloads/mtg-jamendo-dataset-master/audios//02/373302.mp3,273.1,['meditative'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,track_0387400,/home/elise/Downloads/mtg-jamendo-dataset-master/audios//00/387400.mp3,168.2,"['dark', 'inspiring', 'relaxing']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
69,track_0387401,/home/elise/Downloads/mtg-jamendo-dataset-master/audios//01/387401.mp3,129.8,"['emotional', 'melancholic']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,track_0387403,/home/elise/Downloads/mtg-jamendo-dataset-master/audios//03/387403.mp3,276.2,['inspiring'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,track_0387501,/home/elise/Downloads/mtg-jamendo-dataset-master/audios//01/387501.mp3,218.0,"['dream', 'love', 'melancholic', 'romantic']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
72,track_0390000,/home/elise/Downloads/mtg-jamendo-dataset-master/audios//00/390000.mp3,159.5,"['happy', 'hopeful', 'positive']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
73,track_0390001,/home/elise/Downloads/mtg-jamendo-dataset-master/audios//01/390001.mp3,177.6,"['hopeful', 'inspiring']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,track_0390002,/home/elise/Downloads/mtg-jamendo-dataset-master/audios//02/390002.mp3,153.6,['inspiring'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,track_0390003,/home/elise/Downloads/mtg-jamendo-dataset-master/audios//03/390003.mp3,136.9,['hopeful'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,track_0390004,/home/elise/Downloads/mtg-jamendo-dataset-master/audios//04/390004.mp3,193.8,['sad'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
77,track_0399200,/home/elise/Downloads/mtg-jamendo-dataset-master/audios//00/399200.mp3,273.1,"['happy', 'inspiring', 'uplifting']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
78,track_0399201,/home/elise/Downloads/mtg-jamendo-dataset-master/audios//01/399201.mp3,206.5,"['mellow', 'relaxing', 'romantic']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
79,track_0399202,/home/elise/Downloads/mtg-jamendo-dataset-master/audios//02/399202.mp3,220.6,"['mellow', 'romantic']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
80,track_0399203,/home/elise/Downloads/mtg-jamendo-dataset-master/audios//03/399203.mp3,248.1,['positive'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
81,track_0399204,/home/elise/Downloads/mtg-jamendo-dataset-master/audios//04/399204.mp3,264.9,"['happy', 'positive']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
82,track_0432804,/home/elise/Downloads/mtg-jamendo-dataset-master/audios//04/432804.mp3,198.9,['sport'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
83,track_0468500,/home/elise/Downloads/mtg-jamendo-dataset-master/audios//00/468500.mp3,237.2,"['christmas', 'holiday']",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,track_0476802,/home/elise/Downloads/mtg-jamendo-dataset-master/audios//02/476802.mp3,188.7,"['emotional', 'inspiring', 'love', 'melancholic', 'soft']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
85,track_0501200,/home/elise/Downloads/mtg-jamendo-dataset-master/audios//00/501200.mp3,208.0,['emotional'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,track_0501300,/home/elise/Downloads/mtg-jamendo-dataset-master/audios//00/501300.mp3,103.9,['romantic'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
87,track_0530904,/home/elise/Downloads/mtg-jamendo-dataset-master/audios//04/530904.mp3,325.9,['dream'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,track_0579303,/home/elise/Downloads/mtg-jamendo-dataset-master/audios//03/579303.mp3,220.0,['happy'],0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,track_0579304,/home/elise/Downloads/mtg-jamendo-dataset-master/audios//04/579304.mp3,162.8,"['calm', 'happy']",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,track_0587000,/home/elise/Downloads/mtg-jamendo-dataset-master/audios//00/587000.mp3,203.3,['relaxing'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
91,track_0588700,/home/elise/Downloads/mtg-jamendo-dataset-master/audios//00/588700.mp3,228.6,"['relaxing', 'soft']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
92,track_0588701,/home/elise/Downloads/mtg-jamendo-dataset-master/audios//01/588701.mp3,228.6,"['christmas', 'melodic', 'relaxing', 'upbeat']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
93,track_0588703,/home/elise/Downloads/mtg-jamendo-dataset-master/audios//03/588703.mp3,143.8,['melodic'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,track_0588704,/home/elise/Downloads/mtg-jamendo-dataset-master/audios//04/588704.mp3,174.2,['relaxing'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
95,track_0604700,/home/elise/Downloads/mtg-jamendo-dataset-master/audios//00/604700.mp3,221.8,"['emotional', 'romantic', 'soft']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
96,track_0604701,/home/elise/Downloads/mtg-jamendo-dataset-master/audios//01/604701.mp3,174.7,"['emotional', 'romantic', 'soft']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
97,track_0606902,/home/elise/Downloads/mtg-jamendo-dataset-master/audios//02/606902.mp3,378.7,['relaxing'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
98,track_0606904,/home/elise/Downloads/mtg-jamendo-dataset-master/audios//04/606904.mp3,288.1,['relaxing'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
99,track_0614901,/home/elise/Downloads/mtg-jamendo-dataset-master/audios//01/614901.mp3,226.0,"['dream', 'relaxing']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
100,track_0614902,/home/elise/Downloads/mtg-jamendo-dataset-master/audios//02/614902.mp3,359.6,['emotional'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,track_0629103,/home/elise/Downloads/mtg-jamendo-dataset-master/audios//03/629103.mp3,371.9,['uplifting'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
102,track_0633200,/home/elise/Downloads/mtg-jamendo-dataset-master/audios//00/633200.mp3,356.2,"['dream', 'love', 'sad']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
103,track_0633201,/home/elise/Downloads/mtg-jamendo-dataset-master/audios//01/633201.mp3,388.6,"['dream', 'love']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,track_0635300,/home/elise/Downloads/mtg-jamendo-dataset-master/audios//00/635300.mp3,156.5,['emotional'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,track_0635301,/home/elise/Downloads/mtg-jamendo-dataset-master/audios//01/635301.mp3,120.9,['emotional'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
