file_name,signal_mean,signal_std,signal_skew,signal_kurtosis,zcr_mean,zcr_std,rmse_mean,rmse_std,tempo,spectral_centroid_mean,spectral_centroid_std,spectral_bandwidth_2_mean,spectral_bandwidth_2_std,spectral_bandwidth_3_mean,spectral_bandwidth_3_std,spectral_bandwidth_4_mean,spectral_bandwidth_4_std,spectral_contrast_1_mean,spectral_contrast_2_mean,spectral_contrast_3_mean,spectral_contrast_4_mean,spectral_contrast_5_mean,spectral_contrast_6_mean,spectral_contrast_7_mean,spectral_contrast_1_std,spectral_contrast_2_std,spectral_contrast_3_std,spectral_contrast_4_std,spectral_contrast_5_std,spectral_contrast_6_std,spectral_contrast_7_std,spectral_rolloff_mean,spectral_rolloff_std,mfccs_1_mean,mfccs_2_mean,mfccs_3_mean,mfccs_4_mean,mfccs_5_mean,mfccs_6_mean,mfccs_7_mean,mfccs_8_mean,mfccs_9_mean,mfccs_10_mean,mfccs_11_mean,mfccs_12_mean,mfccs_13_mean,mfccs_14_mean,mfccs_15_mean,mfccs_16_mean,mfccs_17_mean,mfccs_18_mean,mfccs_19_mean,mfccs_20_mean,mfccs_1_std,mfccs_2_std,mfccs_3_std,mfccs_4_std,mfccs_5_std,mfccs_6_std,mfccs_7_std,mfccs_8_std,mfccs_9_std,mfccs_10_std,mfccs_11_std,mfccs_12_std,mfccs_13_std,mfccs_14_std,mfccs_15_std,mfccs_16_std,mfccs_17_std,mfccs_18_std,mfccs_19_std,mfccs_20_std,chroma_stft_1_mean,chroma_stft_2_mean,chroma_stft_3_mean,chroma_stft_4_mean,chroma_stft_5_mean,chroma_stft_6_mean,chroma_stft_7_mean,chroma_stft_8_mean,chroma_stft_9_mean,chroma_stft_10_mean,chroma_stft_11_mean,chroma_stft_12_mean,chroma_stft_1_std,chroma_stft_2_std,chroma_stft_3_std,chroma_stft_4_std,chroma_stft_5_std,chroma_stft_6_std,chroma_stft_7_std,chroma_stft_8_std,chroma_stft_9_std,chroma_stft_10_std,chroma_stft_11_std,chroma_stft_12_std
metal.00038.wav,0.116,0.168,1.803,2.553,0.148,0.059,0.146,0.084,95.703,2624.15,741.409,2121.422,433.249,2435.206,422.184,2435.206,422.184,24.531,15.558,17.3,16.035,18.12,19.956,40.557,5.272,4.378,5.145,3.828,3.441,6.247,7.027,5026.721,1344.731,-122.094,62.307,-34.477,75.65,6.248,22.058,-10.97,23.25,-12.301,5.629,-7.009,5.626,-14.407,-0.467,-11.294,2.137,-7.729,-2.712,0.856,-5.311,105.817,26.528,24.022,15.525,13.033,18.922,9.993,17.388,9.246,15.693,7.636,11.969,6.955,9.23,7.266,7.01,5.896,7.047,7.029,6.25,0.401,0.461,0.542,0.57,0.617,0.599,0.441,0.397,0.405,0.417,0.407,0.394,0.289,0.264,0.297,0.252,0.294,0.297,0.277,0.294,0.3,0.298,0.297,0.275
metal.00049.wav,0.172,0.219,1.265,0.506,0.194,0.028,0.218,0.026,99.384,2968.43,294.44,2300.453,191.187,2619.605,199.762,2619.605,199.762,20.889,13.211,16.503,15.42,15.404,16.571,44.087,4.375,3.669,3.998,2.591,2.059,1.607,7.548,5454.495,590.998,10.047,74.126,-32.239,62.774,-23.328,30.036,-14.879,20.162,-12.15,19.191,-14.975,18.805,-12.282,11.29,-9.484,7.921,-5.624,4.652,-5.29,6.834,16.012,12.822,13.1,10.077,7.784,7.843,7.799,6.363,6.34,6.345,6.059,6.634,5.547,5.483,5.117,5.167,4.895,4.63,4.493,5.145,0.513,0.614,0.532,0.424,0.54,0.458,0.404,0.519,0.592,0.673,0.537,0.511,0.248,0.242,0.244,0.211,0.254,0.232,0.21,0.26,0.252,0.289,0.25,0.228
metal.00047.wav,0.172,0.22,1.325,0.636,0.178,0.042,0.218,0.035,103.359,2897.531,392.512,2288.909,245.998,2621.314,247.46,2621.314,247.46,18.53,13.833,18.013,15.38,15.487,17.238,41.886,4.547,3.782,4.636,2.88,2.378,2.02,8.42,5399.047,789.328,-1.882,72.679,-32.79,63.604,-18.551,25.872,-13.852,18.078,-11.944,19.669,-13.953,18.752,-11.185,7.959,-10.283,5.316,-9.028,4.323,-5.637,8.737,21.826,17.48,15.579,10.555,8.348,8.0,8.91,7.458,7.375,6.869,6.721,7.226,6.248,6.211,6.253,5.823,6.129,5.927,7.047,6.922,0.455,0.557,0.679,0.525,0.406,0.417,0.366,0.333,0.362,0.422,0.311,0.326,0.286,0.281,0.312,0.27,0.253,0.305,0.265,0.239,0.246,0.273,0.206,0.222
metal.00052.wav,0.188,0.246,1.448,0.955,0.162,0.046,0.24,0.053,151.999,2707.267,510.286,2210.875,355.452,2561.253,375.47,2561.253,375.47,19.225,12.737,15.863,15.597,15.208,17.065,36.991,4.543,3.629,3.841,3.177,2.208,2.398,11.655,5116.326,1017.803,4.065,83.255,-37.237,62.324,-14.839,23.394,-10.457,16.783,-7.942,16.281,-11.248,13.311,-7.81,6.419,-5.472,4.677,-5.136,3.021,-2.771,3.81,45.693,22.835,20.772,16.574,11.985,10.082,9.832,9.165,8.936,8.315,7.345,7.418,6.764,6.769,6.562,6.066,6.034,5.668,5.306,5.296,0.538,0.527,0.498,0.45,0.54,0.484,0.5,0.579,0.614,0.642,0.528,0.512,0.271,0.244,0.257,0.225,0.269,0.248,0.258,0.273,0.286,0.284,0.24,0.242
metal.00087.wav,0.213,0.269,1.12,0.221,0.187,0.043,0.267,0.034,95.703,3328.84,414.658,2699.227,213.842,2988.174,210.565,2988.174,210.565,20.109,12.901,15.854,14.882,14.691,15.025,40.305,5.029,3.343,3.784,2.813,1.921,1.568,13.28,6665.492,598.194,22.878,60.811,-6.4,53.161,-13.249,27.905,-14.309,29.682,-17.331,20.301,-9.74,17.126,-8.25,8.698,-10.176,8.023,-8.121,4.91,-2.475,3.193,27.336,16.178,16.274,15.354,12.676,9.944,10.34,11.074,8.496,9.298,8.559,7.872,6.804,6.615,6.541,6.111,5.828,6.486,5.93,6.04,0.42,0.491,0.527,0.571,0.604,0.578,0.513,0.496,0.503,0.558,0.495,0.426,0.23,0.267,0.283,0.27,0.259,0.275,0.281,0.285,0.245,0.279,0.257,0.226
metal.00042.wav,0.074,0.096,1.393,0.811,0.152,0.031,0.094,0.02,129.199,2455.891,351.057,2039.238,230.308,2445.633,196.517,2445.633,196.517,20.341,15.424,16.587,18.154,16.795,18.182,41.201,3.695,3.823,4.297,3.632,2.63,2.425,2.004,4541.807,847.281,-93.556,89.865,-55.885,51.638,-5.575,28.791,-13.897,27.358,-15.318,22.837,-12.411,9.705,-19.734,-0.776,-9.102,12.421,-5.462,4.241,-10.87,-2.943,26.446,15.297,12.465,7.454,8.205,8.485,7.557,7.433,7.807,6.729,6.31,5.834,6.029,6.518,6.967,6.569,7.09,6.53,5.762,6.042,0.331,0.333,0.325,0.441,0.56,0.389,0.359,0.458,0.643,0.586,0.383,0.356,0.228,0.244,0.23,0.253,0.325,0.245,0.258,0.271,0.302,0.288,0.246,0.249
metal.00021.wav,0.086,0.112,1.477,1.026,0.192,0.051,0.108,0.028,107.666,3063.486,401.132,2319.466,159.034,2632.631,143.574,2632.631,143.574,17.608,14.986,16.728,16.349,16.25,16.59,43.933,3.399,3.626,3.777,3.157,2.208,2.132,2.477,5745.693,615.09,-76.265,61.772,-37.134,62.455,-14.841,34.573,-11.5,30.969,-12.281,22.321,-7.512,17.853,-11.129,10.235,-10.802,5.162,-7.722,2.587,-3.089,2.66,24.894,14.264,12.112,10.549,8.547,8.024,9.275,5.848,7.504,6.4,6.868,5.365,5.883,6.554,7.149,6.688,6.633,6.887,7.084,6.525,0.573,0.493,0.51,0.517,0.588,0.483,0.502,0.572,0.531,0.47,0.498,0.576,0.286,0.237,0.276,0.238,0.267,0.226,0.223,0.278,0.248,0.234,0.249,0.305
metal.00011.wav,0.187,0.231,0.803,-0.313,0.171,0.029,0.231,0.016,112.347,2689.136,208.73,2242.083,122.083,2616.718,114.444,2616.718,114.444,20.542,12.444,15.079,15.778,15.934,18.146,45.356,4.799,3.253,3.418,3.244,1.861,1.937,1.962,5147.718,402.604,8.829,82.814,-30.561,66.701,-16.353,16.554,-10.742,29.529,-25.086,16.808,-11.381,12.773,-13.339,9.783,-14.252,9.593,-8.028,5.171,-2.95,4.393,13.213,10.781,9.735,8.011,8.629,6.087,5.9,6.289,5.082,4.766,5.07,4.677,4.605,5.217,5.038,5.262,5.013,5.191,4.646,4.418,0.411,0.429,0.447,0.586,0.563,0.519,0.549,0.692,0.638,0.448,0.444,0.415,0.211,0.238,0.224,0.29,0.26,0.236,0.254,0.243,0.256,0.222,0.243,0.226
metal.00037.wav,0.09,0.113,1.13,0.249,0.124,0.041,0.112,0.018,135.999,2282.182,418.652,2149.894,211.282,2539.531,175.977,2539.531,175.977,18.78,14.083,18.168,18.106,17.509,16.239,41.941,3.776,3.636,4.195,2.979,2.462,1.947,2.34,4809.582,750.558,-79.054,106.825,-38.75,39.862,-26.758,32.478,-15.028,29.709,-11.373,13.775,-14.505,16.167,-3.074,3.569,-17.278,-2.124,-12.57,-1.238,-1.206,9.036,18.144,14.815,11.62,7.967,6.683,6.088,7.833,6.574,6.754,6.762,7.02,6.735,7.9,6.438,6.351,5.766,6.647,5.844,6.005,6.723,0.421,0.59,0.473,0.557,0.406,0.329,0.341,0.303,0.33,0.257,0.335,0.388,0.263,0.31,0.272,0.314,0.277,0.261,0.283,0.221,0.273,0.197,0.248,0.286
metal.00053.wav,0.178,0.232,1.508,1.058,0.173,0.034,0.227,0.045,123.047,2895.061,343.879,2377.228,215.965,2709.687,224.5,2709.687,224.5,20.381,12.581,16.963,15.82,15.466,16.463,41.552,4.622,3.385,4.296,3.046,2.258,1.606,9.548,5510.901,667.502,4.948,75.062,-24.727,57.007,-21.778,26.028,-12.554,17.433,-10.23,18.599,-13.013,18.952,-9.686,11.358,-7.263,7.724,-5.39,3.409,-6.927,6.546,18.476,13.075,12.926,10.722,8.851,8.321,8.445,6.775,7.438,6.493,7.16,6.403,6.632,6.096,5.81,5.188,5.17,4.945,5.456,5.188,0.511,0.591,0.483,0.425,0.535,0.376,0.365,0.462,0.543,0.628,0.501,0.486,0.272,0.283,0.285,0.242,0.29,0.217,0.218,0.265,0.286,0.322,0.267,0.263
metal.00008.wav,0.046,0.06,1.444,0.935,0.141,0.071,0.058,0.014,117.454,2898.664,920.327,2761.274,537.427,3209.17,490.863,3209.17,490.863,21.767,14.646,18.13,17.644,17.751,18.702,29.555,4.343,4.227,4.296,3.489,3.155,4.219,8.934,6123.748,1813.126,-149.949,67.863,-6.667,32.075,6.094,12.237,9.148,10.189,3.774,10.601,0.771,7.719,-1.154,-3.297,-7.532,0.428,-4.003,1.263,1.48,5.485,42.105,27.217,22.244,13.338,13.06,10.894,9.903,10.594,8.087,9.012,7.413,7.987,7.221,6.066,6.23,6.741,6.537,6.922,6.736,7.165,0.509,0.429,0.479,0.508,0.655,0.529,0.458,0.401,0.307,0.34,0.41,0.588,0.28,0.268,0.296,0.263,0.322,0.259,0.277,0.29,0.217,0.215,0.231,0.308
metal.00025.wav,0.08,0.103,1.447,0.962,0.126,0.045,0.1,0.022,135.999,2362.382,517.202,2075.223,343.348,2429.136,339.8,2429.136,339.8,18.885,14.368,15.578,14.763,16.078,19.161,39.295,3.695,3.65,3.922,3.149,2.704,3.964,3.667,4566.005,1070.339,-120.1,91.311,-38.844,75.011,-3.814,22.671,-8.123,23.66,-14.635,13.377,-9.412,13.709,-9.32,3.598,-11.853,1.038,-10.709,-3.246,-3.473,-4.581,44.288,22.168,23.458,14.524,10.202,10.386,9.226,8.196,6.621,8.092,6.702,5.647,6.348,5.706,6.335,6.029,6.131,6.104,6.449,6.025,0.418,0.349,0.437,0.589,0.81,0.537,0.334,0.366,0.398,0.378,0.426,0.527,0.253,0.233,0.261,0.219,0.244,0.207,0.195,0.253,0.241,0.234,0.237,0.317
metal.00069.wav,0.142,0.175,0.882,-0.228,0.054,0.026,0.174,0.025,161.499,1734.71,425.673,2097.234,274.777,2550.168,235.267,2550.168,235.267,18.633,14.441,17.189,17.346,16.92,17.897,40.611,2.899,3.918,4.012,3.785,3.027,3.116,2.899,4100.951,880.016,-111.65,111.158,-10.658,69.705,-4.912,29.843,-10.405,21.265,-6.655,20.096,-7.231,16.244,-10.13,5.329,-3.522,1.372,-4.709,5.645,1.514,1.882,39.7,18.77,15.013,10.406,9.913,7.778,8.83,6.567,7.671,5.9,6.17,6.959,6.697,6.411,6.354,5.917,7.219,7.183,8.133,7.037,0.313,0.383,0.568,0.588,0.69,0.544,0.416,0.41,0.388,0.415,0.343,0.391,0.196,0.223,0.308,0.203,0.308,0.253,0.231,0.291,0.259,0.318,0.228,0.267
metal.00046.wav,0.168,0.214,1.225,0.428,0.164,0.031,0.212,0.024,117.454,2782.52,308.47,2324.031,168.647,2658.54,165.675,2658.54,165.675,21.954,13.568,16.826,15.463,15.245,16.452,44.664,4.823,3.464,4.332,3.149,2.29,1.594,5.114,5445.444,546.434,0.394,79.71,-30.646,61.079,-17.46,26.706,-21.251,22.363,-13.021,17.879,-13.372,19.262,-10.979,10.71,-9.431,7.669,-8.69,3.171,-6.837,3.886,18.323,13.598,10.343,9.781,7.16,7.794,6.965,5.515,6.185,5.668,5.354,5.393,5.276,5.62,5.867,5.705,5.073,5.068,5.132,5.047,0.52,0.529,0.504,0.482,0.441,0.484,0.441,0.424,0.443,0.45,0.569,0.586,0.261,0.273,0.257,0.262,0.263,0.275,0.26,0.279,0.272,0.27,0.3,0.291
metal.00085.wav,0.12,0.159,1.749,1.772,0.158,0.039,0.152,0.046,103.359,2625.53,425.361,2259.954,244.268,2604.422,233.09,2604.422,233.09,23.824,13.797,16.602,16.247,18.17,18.282,43.549,5.172,3.828,3.888,3.431,3.131,4.113,3.423,5289.249,734.601,-46.572,86.81,-34.789,49.903,-18.177,28.733,-23.484,15.673,-8.939,10.606,-18.19,12.443,-13.56,4.675,-11.687,5.318,-13.55,1.375,-4.727,-3.116,39.035,20.026,15.26,11.708,9.04,7.763,9.597,8.53,11.323,8.881,7.929,7.266,6.559,6.941,7.291,8.027,7.411,6.799,8.081,8.019,0.431,0.441,0.369,0.447,0.468,0.383,0.52,0.411,0.431,0.452,0.446,0.534,0.242,0.275,0.22,0.27,0.297,0.214,0.313,0.25,0.295,0.304,0.258,0.324
metal.00083.wav,0.167,0.211,1.155,0.296,0.123,0.045,0.209,0.033,117.454,2326.654,543.531,2141.411,302.299,2494.64,279.7,2494.64,279.7,26.634,13.593,16.906,15.948,15.524,17.183,41.883,4.847,3.408,3.732,3.161,1.834,1.97,4.782,4703.273,1048.177,-29.342,101.896,-29.127,69.755,-16.184,19.458,-18.355,19.084,-18.295,15.299,-8.258,2.502,-14.805,4.621,-12.249,5.274,-10.693,6.42,-6.415,-7.007,31.548,25.68,14.779,11.11,7.854,7.138,7.349,7.021,7.054,7.374,7.105,7.029,5.528,5.06,4.607,4.818,4.792,5.068,4.831,5.111,0.333,0.331,0.403,0.461,0.695,0.584,0.497,0.438,0.516,0.381,0.321,0.503,0.185,0.243,0.273,0.225,0.278,0.226,0.284,0.232,0.267,0.24,0.179,0.302
metal.00019.wav,0.078,0.105,1.716,1.808,0.161,0.047,0.101,0.031,112.347,2703.567,463.765,2323.621,237.959,2663.358,212.768,2663.358,212.768,15.174,13.412,13.76,14.334,14.979,16.809,42.398,4.006,3.48,3.361,2.516,2.016,2.316,2.967,5388.63,874.144,-89.31,82.357,-23.253,68.115,-13.075,22.449,-18.519,26.23,-14.349,21.503,-13.876,12.479,-14.113,3.76,-10.102,5.405,-11.112,2.681,-5.689,3.095,56.121,19.392,14.5,11.81,9.142,9.608,7.887,7.133,7.467,6.603,6.06,5.955,5.291,6.811,6.039,5.894,4.814,5.77,4.939,5.003,0.468,0.453,0.494,0.543,0.59,0.572,0.611,0.599,0.551,0.546,0.635,0.62,0.229,0.233,0.23,0.257,0.246,0.22,0.269,0.259,0.237,0.233,0.255,0.261
metal.00009.wav,0.254,0.315,0.807,-0.304,0.095,0.024,0.313,0.032,112.347,2243.767,310.218,2389.582,161.034,2757.851,130.441,2757.851,130.441,20.155,12.093,15.348,16.514,15.337,15.484,43.931,5.205,3.242,3.491,2.568,1.856,1.593,1.96,5106.142,501.422,3.686,104.759,-0.838,55.925,-29.238,31.251,-14.19,20.226,-8.275,15.183,-14.597,15.665,-12.994,15.285,-6.925,9.865,-6.5,4.899,-0.785,6.461,23.261,13.829,10.718,14.923,8.926,8.024,7.856,7.101,7.037,6.318,4.789,5.306,4.78,5.316,5.143,5.468,4.631,4.464,4.388,4.302,0.554,0.547,0.646,0.503,0.399,0.467,0.529,0.491,0.483,0.538,0.544,0.605,0.228,0.207,0.276,0.22,0.189,0.229,0.245,0.245,0.227,0.24,0.235,0.286
